id,slug,title,provider,destination_countries,study_levels,fields,funding_type,current_status,deadline_date,deadline_text,deadline_classification,display_label,safe_display_explanation,manual_deadline_verification_needed,classification_evidence,deadline_confidence,source_confidence,proof_level,confidence_mode,trust_level,source_key,official_url_quality,official_url_domain,official_url,source_url,last_verified_at,last_seen_at,days_left
26a06314-06fd-4c40-8b02-fe726a5c18e0,melbourne-graduate-research-scholarships,Graduate Research Scholarships,University of Melbourne,australia,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,scholarships.unimelb.edu.au,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c04fb039-ac7b-4ec8-a123-fa24d71ee2b6,heinrich-boll-foundation-scholarships,Heinrich Boll Foundation Scholarships,Heinrich Boll Foundation,eu,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,boell.de,https://www.boell.de/en/scholarships,https://www.boell.de/en/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
ecb4555d-4133-4ce3-bd33-8e2a29e11384,hungarian-government-scholarship-tempus-public-foundation,Hungarian Government Scholarship,Tempus Public Foundation,eu,undergrad|masters|phd,any,full,unclear,,Jan,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,stipendiumhungaricum.hu,https://stipendiumhungaricum.hu,https://stipendiumhungaricum.hu,2026-05-20T00:34:46.281Z,2026-05-20T00:34:46.281Z,
842ecc95-8bc1-4601-b63b-4f574870d7ac,ie-university-scholarships,IE University Scholarships,IE University,eu,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,ie.edu,https://www.ie.edu/financial-aid/scholarships/,https://www.ie.edu/financial-aid/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c72dd1f7-2505-45ae-8af1-f824c52da744,sheffield-international-undergraduate-merit,International Undergraduate Merit Scholarship,University of Sheffield,uk,undergrad,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sheffield.ac.uk,https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/undergraduate/international-undergraduate-merit-scholarship,https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/undergraduate/international-undergraduate-merit-scholarship,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
d07a5cdf-5133-4869-a3b8-353bcb434b95,ireland-fellows-programme,Ireland Fellows Programme,Irish Aid,eu,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,irishaidfellowships.ie,https://www.irishaidfellowships.ie/,https://www.irishaidfellowships.ie/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
5d85443b-e491-4f8f-a0b4-a35175f8c407,isdb-scholarships,IsDB Scholarship Programmes,Islamic Development Bank,global,undergrad|masters|phd|postdoc,agric|development|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,isdb.org,https://www.isdb.org/scholarships,https://www.isdb.org/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
8b9435f4-f903-48c5-af7f-6776725995fa,joint-japan-imf-scholarship,Joint Japan/IMF Scholarship Program,International Monetary Fund,global,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,imf.org,https://www.imf.org/en/About/Factsheets/Sheets/2023/Joint-Japan-IMF-Scholarship-Program,https://www.imf.org/en/About/Factsheets/Sheets/2023/Joint-Japan-IMF-Scholarship-Program,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
afa7e098-c635-4a4b-9c75-c607ab239223,knight-hennessy-scholars,Knight-Hennessy Scholars,Stanford University,us,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,knight-hennessy.stanford.edu,https://knight-hennessy.stanford.edu/,https://knight-hennessy.stanford.edu/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
9faac541-08f3-4557-83b8-94f54a22d605,leiden-excellence-scholarship,Leiden University Excellence Scholarship,Leiden University,eu,masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,universiteitleiden.nl,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
f33f1dff-c0c3-43c4-8eeb-bbcecd7331d0,toronto-lester-b-pearson-scholarship,Lester B. Pearson International Scholarship,University of Toronto,canada,undergrad,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,future.utoronto.ca,https://future.utoronto.ca/pearson/about/,https://future.utoronto.ca/pearson/about/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
7d5380db-5da7-4ab9-9816-2f055162b3ee,lse-graduate-support-scheme,LSE Graduate Support Scheme,London School of Economics,uk,masters,business|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,lse.ac.uk,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/graduate-support-scheme,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/graduate-support-scheme,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
90ee91b9-26d9-4df5-897d-5dd77b89ed09,manaaki-new-zealand-scholarships,Manaaki New Zealand Scholarships,New Zealand Ministry of Foreign Affairs and Trade,global,undergrad|masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,nzscholarships.govt.nz,https://www.nzscholarships.govt.nz/,https://www.nzscholarships.govt.nz/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
db007c3b-9356-49bd-acde-df180e7eaae9,mandela-rhodes-scholarship,Mandela Rhodes Scholarship,Mandela Rhodes Foundation,africa,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mandelarhodes.org,https://mandelarhodes.org/scholarship/,https://mandelarhodes.org/scholarship/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
9f31c478-3857-4ad5-9306-f7ed463c2d28,margaret-mcnamara-education-grants,Margaret McNamara Education Grants,MMEG,global,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mmeg.org,https://www.mmeg.org/,https://www.mmeg.org/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
cd026bfb-83bf-440f-aae3-5a26104d7e2e,mastercard-foundation-scholars-mastercard-foundation,Mastercard Foundation Scholars,Mastercard Foundation,global,undergrad|masters,any,full,unclear,,Varies,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Varies,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mastercardfdn.org,https://mastercardfdn.org/all/scholars,https://mastercardfdn.org/all/scholars,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
f5a86c73-6188-4ce3-a40d-23b7c8b33cc7,mcgill-entrance-scholarships,McGill Entrance Scholarships,McGill University,canada,undergrad,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mcgill.ca,https://www.mcgill.ca/studentaid/scholarships-aid/future-undergrads/entrance-scholarships,https://www.mcgill.ca/studentaid/scholarships-aid/future-undergrads/entrance-scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
93064862-bd81-4ced-82eb-7dd325e62825,mcgill-mastercard-foundation-scholars,McGill Mastercard Foundation Scholars Program,McGill University,canada,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mcgill.ca,https://www.mcgill.ca/mastercardfdn-scholars/,https://www.mcgill.ca/mastercardfdn-scholars/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c451ca28-e12d-46da-a0ea-73279944ed49,mext-scholarships,MEXT Scholarships,Government of Japan,global,undergrad|masters|phd,stem|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,studyinjapan.go.jp,https://www.studyinjapan.go.jp/en/planning/scholarships/mext-scholarships/,https://www.studyinjapan.go.jp/en/planning/scholarships/mext-scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
5400bf69-d5b3-4741-b8bb-86901d868749,middlesex-scholarships,Middlesex University Scholarships,Middlesex University,uk,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mdx.ac.uk,https://www.mdx.ac.uk/study-with-us/fees-and-funding/scholarships/,https://www.mdx.ac.uk/study-with-us/fees-and-funding/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
5ededd3f-1c1d-4caa-8144-9ea13f1d5ce6,mit-scholarships,MIT Scholarships,Massachusetts Institute of Technology,us,undergrad,stem|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sfs.mit.edu,https://sfs.mit.edu/undergraduate-students/types-of-aid/mit-scholarship/,https://sfs.mit.edu/undergraduate-students/types-of-aid/mit-scholarship/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
9a24829a-8b47-40a6-95ca-ddeb276a2b5f,mo-ibrahim-foundation-fellowships,Mo Ibrahim Foundation Fellowships,Mo Ibrahim Foundation,africa,masters|phd|postdoc,law|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mo.ibrahim.foundation,https://mo.ibrahim.foundation/fellowships,https://mo.ibrahim.foundation/fellowships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
659e79ad-11a2-4c63-8ac5-f43779eb835e,monash-international-merit-scholarship,Monash International Merit Scholarship,Monash University,australia,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,monash.edu,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-international-merit-scholarship-5770,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-international-merit-scholarship-5770,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c10b814b-117d-42a4-b2e4-fc68ca3a5f05,mtn-foundation-scholarship,MTN Foundation Scholarship,MTN Nigeria Foundation,africa,undergrad,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mtn.ng,https://www.mtn.ng/scholarships/,https://www.mtn.ng/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
e5359f4a-273d-4dd1-a383-92702e4d0230,nigeria-federal-scholarship-board,Nigeria Federal Scholarship Board Awards,Federal Scholarship Board Nigeria,africa,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,fsbn.com.ng,https://fsbn.com.ng/,https://fsbn.com.ng/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
d9ccae79-41bf-4c1e-bb1e-0262e832cbfa,owsd-phd-fellowship,OWSD PhD Fellowship,Organization for Women in Science for the Developing World,global,phd,stem|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,owsd.net,https://owsd.net/career-development/phd-fellowship,https://owsd.net/career-development/phd-fellowship,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
14d6261b-ad8f-45e0-abdd-c63f817df3e3,pan-african-university-scholarships,Pan African University Scholarships,African Union,africa,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,au-pau.org,https://www.au-pau.org/,https://www.au-pau.org/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
2c06c780-c652-4724-94b3-6391e7b0e25b,polimi-scholarships,Politecnico di Milano Scholarships,Politecnico di Milano,eu,masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,polimi.it,https://www.polimi.it/en/international-prospective-students/laurea-magistrale-programmes-equivalent-to-master-of-science/scholarships,https://www.polimi.it/en/international-prospective-students/laurea-magistrale-programmes-equivalent-to-master-of-science/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
0eda8686-71e3-4750-b7b8-65ae300a3e55,queen-mary-scholarships,Queen Mary Scholarships,Queen Mary University of London,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,qmul.ac.uk,https://www.qmul.ac.uk/scholarships/,https://www.qmul.ac.uk/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
3b3ed8c8-c1dd-40bf-be14-93ba35db7201,radboud-scholarship-programme,Radboud Scholarship Programme,Radboud University,eu,masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,ru.nl,https://www.ru.nl/en/education/scholarships/radboud-scholarship-programme,https://www.ru.nl/en/education/scholarships/radboud-scholarship-programme,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
7fdfb2c8-4a3e-4cb6-baea-adc7b6f8f4b8,reach-oxford-scholarship,Reach Oxford Scholarship,University of Oxford,uk,undergrad,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,ox.ac.uk,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding/oxford-support/reach-oxford-scholarship,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding/oxford-support/reach-oxford-scholarship,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
247c359a-0ca9-445e-b2c6-948045107ce1,rhodes-scholarship-rhodes-trust,Rhodes Scholarship,Rhodes Trust,uk,masters|phd,any,full,unclear,,Jul-Oct,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,rhodeshouse.ox.ac.uk,https://www.rhodeshouse.ox.ac.uk,https://www.rhodeshouse.ox.ac.uk,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
55babc35-1f24-43dd-8927-ef8dcbc7c332,rmit-international-scholarships,RMIT International Scholarships,RMIT University,australia,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,rmit.edu.au,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,https://www.rmit.edu.au/study-with-us/international-students/apply-to-rmit-international-students/fees-and-scholarships/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
cff28715-e16d-430a-ab29-3d42808eed95,rosa-luxemburg-foundation-scholarships,Rosa Luxemburg Foundation Scholarships,Rosa Luxemburg Foundation,eu,masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,rosalux.de,https://www.rosalux.de/en/foundation/studienwerk,https://www.rosalux.de/en/foundation/studienwerk,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
3e2f6aff-003b-4a86-bd7d-1fcfd32d66b8,rotary-peace-fellowships,Rotary Peace Fellowships,Rotary International,global,masters,law|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,rotary.org,https://www.rotary.org/en/our-programs/peace-fellowships,https://www.rotary.org/en/our-programs/peace-fellowships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
bf759cfc-4b85-481e-8d1d-f273798d6562,royal-holloway-scholarships,Royal Holloway Scholarships,Royal Holloway University of London,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,royalholloway.ac.uk,https://www.royalholloway.ac.uk/studying-here/fees-and-funding/scholarships/,https://www.royalholloway.ac.uk/studying-here/fees-and-funding/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
9c7b1061-ac60-493d-b35e-0376fa193c11,sciences-po-mastercard-foundation-scholars,Sciences Po Mastercard Foundation Scholars Program,Sciences Po,eu,masters,stem|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sciencespo.fr,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/mastercard-foundation-scholars-program/,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/mastercard-foundation-scholars-program/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
ca577c3a-53f8-419c-82d5-111172282491,sfu-financial-aid-awards,SFU Financial Aid and Awards,Simon Fraser University,canada,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sfu.ca,https://www.sfu.ca/students/financialaid.html,https://www.sfu.ca/students/financialaid.html,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
e18ddd3a-38e7-4aa8-ab4f-ea7439269148,shell-nigeria-scholarships,Shell Nigeria Scholarships,Shell Nigeria,africa,undergrad,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,shell.com.ng,https://www.shell.com.ng/sustainability/communities/education-programmes/scholarships.html,https://www.shell.com.ng/sustainability/communities/education-programmes/scholarships.html,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
443b0e4c-b047-4f7d-a1c8-85fe287ad181,soas-scholarships,SOAS Scholarships,SOAS University of London,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,soas.ac.uk,https://www.soas.ac.uk/study/fees-and-funding/scholarships,https://www.soas.ac.uk/study/fees-and-funding/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
